"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110788821","1.3.2.1.5","66.4","","","","1"
"2020","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110788821","1.3.2.1.5","67.2","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110788821","1.3.2.1.5","63.9","","","","1"
"2015","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","73.3","","","","1"
"2016","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","71.7","","","","1"
"2017","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","74.0","","","","1"
"2018","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","70.6","","","","1"
"2019","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","70.5","","","","1"
"2020","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","72.7","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110788822","1.3.2.1.6","69.3","","","","1"
"2015","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","70.5","","","","1"
"2016","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","68.5","","","","1"
"2017","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","69.6","","","","1"
"2018","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","67.9","","","","1"
"2019","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","66.8","","","","1"
"2020","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","68.0","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789002","1.3.3.1.4","65.6","","","","1"
"2015","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","68.5","","","","1"
"2016","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","66.6","","","","1"
"2017","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","67.6","","","","1"
"2018","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","65.8","","","","1"
"2019","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","64.7","","","","1"
"2020","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","65.2","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789003","1.3.3.1.5","63.1","","","","1"
"2015","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","72.4","","","","1"
"2016","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","70.4","","","","1"
"2017","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","71.5","","","","1"
"2018","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","70.0","","","","1"
"2019","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","68.7","","","","1"
"2020","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","70.6","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789004","1.3.3.1.6","68.0","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","64.3","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","65.1","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","64.1","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","64.0","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","65.1","","","","1"
"2020","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","65.9","","","","1"
"2021","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110789184","1.4.1.1.4","61.3","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","62.8","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","63.6","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","62.7","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","62.4","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","63.6","","","","1"
"2020","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","64.1","","","","1"
"2021","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110789185","1.4.1.1.5","59.7","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789186","1.4.1.1.6","65.7","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110789186","1.4.1.1.6","66.6","","","","1"
